model_name,therapeutic_area_name,limit,relative_risk,relative_risk_low,relative_risk_high,n_exposed,n_exposed_true,stratum,model_slug
p3_lambdarank,endocrine system disease,20,8.076923076923077,3.015322595000615,21.6350603742016,20.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,30,7.666666666666666,3.120949461496252,18.833300091183922,30.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,40,5.666666666666667,2.2783037749040767,14.094306239940757,40.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,50,6.090909090909092,2.5935569840440023,14.304360298215679,50.0,5.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,60,6.6000000000000005,2.9070500124450405,14.98426233244019,60.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,70,5.571428571428571,2.4444987092628025,12.6982338787537,70.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,80,4.8,2.099956706587208,10.971654762085057,80.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,90,5.444444444444445,2.42700100790968,12.21341697512187,90.0,7.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,endocrine system disease,100,4.822222222222223,2.145730393255175,10.837254873020965,100.0,7.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,10,3.4833333333333334,0.7066964002300169,17.16948198287389,10.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,20,5.631818181818182,2.1968199730967775,14.437858550760998,20.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,30,6.8,3.1691177963387696,14.5908113776712,30.0,5.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,40,5.0375,2.3136849510873025,10.967960974148406,40.0,5.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,50,5.027368421052632,2.417914652300469,10.452988163560885,50.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,60,4.136842105263158,1.9775056280541614,8.654065182468042,60.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,70,3.5007518796992483,1.6662244180638945,7.355109906178237,70.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,80,3.0236842105263158,1.4345372678623152,6.373251089259012,80.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,90,2.6526315789473687,1.2553747981394208,5.605062571000687,90.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,gastrointestinal disease,100,2.3557894736842107,1.1126932193593484,4.987667712684264,100.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",10,2.132,0.7474687887764688,6.081088693268922,10.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",20,1.0593333333333332,0.34884111985472865,3.216900322927624,20.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",30,1.4225225225225224,0.6544567084796135,3.091985002010068,30.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",40,1.0601351351351354,0.480770612183783,2.3376772129290764,40.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",50,0.8427027027027026,0.3789301580898321,1.8740863718059795,50.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",60,0.6977477477477477,0.3119928604176612,1.560458527273065,60.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",70,0.5942084942084942,0.2646393942550231,1.3342070086862141,70.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",80,0.5165540540540541,0.22937171114801436,1.1632999092355096,80.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",90,0.4561561561561562,0.2020863868092964,1.0296509432647618,90.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,"genetic, familial or congenital disease",100,0.40783783783783784,0.18034880969318764,0.9222777918812368,100.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,hematologic disease,10,8.294736842105264,2.747113224289839,25.04543994453112,10.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,hematologic disease,20,4.094736842105264,1.277685918841636,13.122841504972689,20.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,hematologic disease,30,2.694736842105263,0.8248673601096315,8.803362818519478,30.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,hematologic disease,40,1.9947368421052634,0.604843112574468,6.578524226416133,40.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,hematologic disease,50,1.5747368421052632,0.4748078717197334,5.222735909794299,50.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,hematologic disease,60,1.2947368421052632,0.3889281978969567,4.310161874014706,60.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,hematologic disease,70,1.094736842105263,0.3279781654303388,3.654050420978859,70.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,hematologic disease,80,0.9447368421052632,0.2824786862948305,3.1596284751178363,80.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,hematologic disease,90,0.8280701754385965,0.24721573312931533,2.7736916529184943,90.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,hematologic disease,100,0.7347368421052631,0.2190841083921316,2.4640683941373567,100.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,immune system disease,10,3.275862068965518,0.6685922413498683,16.050548647140918,10.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,immune system disease,20,3.357142857142857,1.0682215223267917,10.550628243022285,20.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,immune system disease,30,2.214285714285714,0.6909589162661854,7.0960242484242535,30.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,immune system disease,40,2.5555555555555554,0.9734982693647132,6.708655169764999,40.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,immune system disease,50,2.022222222222222,0.7649856420673182,5.345698652589246,50.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,immune system disease,60,3.0,1.3815704410302547,6.514325822785109,60.0,5.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,immune system disease,70,2.5428571428571427,1.16622929814453,5.544469221676379,70.0,5.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,immune system disease,80,2.2,1.0058913251693806,4.811652987647547,80.0,5.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,immune system disease,90,2.4166666666666665,1.1665447995473428,5.0064753450051755,90.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,immune system disease,100,2.15,1.0357117285426993,4.463114467675383,100.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,10,6.2124999999999995,2.0347600064927067,18.967915688752914,10.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,20,3.04375,0.9398036057880077,9.857819235256034,20.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,30,3.18,1.177889538435401,8.585185342109732,30.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,40,2.335,0.85524168846151,6.375069262360187,40.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,50,3.5153846153846153,1.5326073756345644,8.063336501278505,50.0,5.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,60,2.8653846153846154,1.242579371616557,6.6075690467976536,60.0,5.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,70,3.1214285714285714,1.4100050742345394,6.9101285552607274,70.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,80,2.6687499999999997,1.2019793732089845,5.925414962392768,80.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,90,2.3166666666666664,1.0410520413710578,5.155308506360756,90.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,integumentary system disease,100,2.0349999999999997,0.9128540751228764,4.536568453662828,100.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,10,1.6,0.32900424726371075,7.781054564769957,10.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,20,0.7868421052631579,0.15511421180876123,3.991384744153978,20.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,30,0.5157894736842105,0.10028647655989689,2.6527881952711847,30.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,40,1.2041666666666666,0.4651663736491051,3.11720159334845,40.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,50,1.2982857142857143,0.5641079203936005,2.9879846302145427,50.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,60,1.3676470588235294,0.6425033785360054,2.911204111907766,60.0,5.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,70,1.4233766233766234,0.7071702540182564,2.8649409395587146,70.0,6.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,80,1.735483870967742,0.9319261011711896,3.2319131984864415,80.0,8.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,90,1.7600000000000002,0.9694553871150343,3.1951960256964806,90.0,9.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,musculoskeletal or connective tissue disease,100,1.5539999999999998,0.8539052784871812,2.8280841690993856,100.0,9.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,nervous system disease,10,0.0,0.0,,10.0,0.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,nervous system disease,20,2.157142857142857,0.7025621068411486,6.623279651452317,20.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,nervous system disease,30,1.4275132275132276,0.45576091502129823,4.471190809835028,30.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,nervous system disease,40,1.6197580645161291,0.6353500270661389,4.129402810731167,40.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,nervous system disease,50,1.2861290322580645,0.5008689707792727,3.302516195090913,50.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,nervous system disease,60,1.0637096774193548,0.41228246611080055,2.7444249291249365,60.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,nervous system disease,70,0.9048387096774194,0.349521022423683,2.342443052075546,70.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,nervous system disease,80,0.7856854838709677,0.3027282916987328,2.039127813596884,80.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,nervous system disease,90,0.9391621129326048,0.4096003015098334,2.1533809206604295,90.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,nervous system disease,100,0.838688524590164,0.3651227397281391,1.9264711965158847,100.0,4.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,10,1.0657534246575344,0.2214656966871838,5.128696584435838,10.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,20,1.0666666666666667,0.3484753250535083,3.2650167629603963,20.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,30,1.067605633802817,0.42550743290238463,2.6786413143316143,30.0,3.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,40,1.355072463768116,0.663894406359442,2.7658334886895175,40.0,5.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,50,2.0436923076923077,1.198903771507758,3.4837476933349385,50.0,9.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,60,2.3483870967741938,1.4686992097359528,3.7549703300289896,60.0,12.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,70,3.059147869674186,2.039948835969017,4.58755902281573,70.0,17.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,80,3.991176470588235,2.7713580759919294,5.7479001928235665,80.0,23.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,90,5.591214470284237,3.9758199757481463,7.862951402077305,90.0,31.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,reproductive system or breast disease,100,5.537560975609757,3.9334635489180414,7.7958219714609625,100.0,33.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,10,0.0,0.0,,10.0,0.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,20,0.0,0.0,,20.0,0.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,30,0.43232323232323233,0.08382569662260932,2.2296668532068753,30.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,40,0.6531250000000001,0.20320253945366937,2.0992467258129888,40.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,50,0.51,0.15776935344935622,1.6486091519890256,50.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,60,0.4145833333333333,0.1277699285406003,1.3452252986363784,60.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,70,0.3464285714285714,0.10648188476685802,1.1270720401391148,70.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,80,0.29531250000000003,0.09059187009770113,0.9626633445384969,80.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,90,0.2555555555555556,0.07827775356991526,0.8343193180291896,90.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,respiratory or thoracic disease,100,0.22375,0.06845454695650528,0.7313475105139436,100.0,2.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,urinary system disease,10,0.45833333333333337,0.09572827091869902,2.1944347519120466,10.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,urinary system disease,20,0.22500000000000003,0.04503480669678906,1.1241305051190444,20.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,urinary system disease,30,0.14722222222222223,0.029059708250452097,0.7458568588936947,30.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,urinary system disease,40,0.10833333333333334,0.021236463736614843,0.5526396134812359,40.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,urinary system disease,50,0.085,0.016594041011730395,0.43539726067282947,50.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,urinary system disease,60,0.06944444444444445,0.013520322504988564,0.3566875614407994,60.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,urinary system disease,70,0.058333333333333334,0.011335133564906178,0.3001974134925814,70.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,urinary system disease,80,0.05,0.009701859835701068,0.25768255183407807,80.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,urinary system disease,90,0.043518518518518526,0.00843485273113011,0.22452809959053055,90.0,1.0,evidence_free,P3_LAMBDARAN
p3_lambdarank,urinary system disease,100,0.0773109243697479,0.02426759437770477,0.24629466497083355,100.0,2.0,evidence_free,P3_LAMBDARAN
rdg__all__positive,cancer or benign tumor,10,0.0,0.0,,10.0,0.0,evidence_free,RDG-T
rdg__all__positive,cancer or benign tumor,20,0.0,0.0,,21.0,0.0,evidence_free,RDG-T
rdg__all__positive,cancer or benign tumor,30,5.172698121850665,2.312455049300703,11.570735555654922,37.0,4.0,evidence_free,RDG-T
rdg__all__positive,cancer or benign tumor,40,4.779661016949153,2.1294990579978155,10.727950008309817,40.0,4.0,evidence_free,RDG-T
rdg__all__positive,cancer or benign tumor,50,4.844827586206897,2.335114173438691,10.051908642011254,50.0,5.0,evidence_free,RDG-T
rdg__all__positive,cancer or benign tumor,60,4.022988505747127,1.927115120960027,8.398271769727451,60.0,5.0,evidence_free,RDG-T
rdg__all__positive,cancer or benign tumor,70,4.195488721804511,2.1311990940483754,8.259259148497604,70.0,6.0,evidence_free,RDG-T
rdg__all__positive,cancer or benign tumor,80,4.34375,2.3077226542146754,8.176096910103302,80.0,7.0,evidence_free,RDG-T
rdg__all__positive,cancer or benign tumor,90,3.8035714285714293,2.0142423084089467,7.182430610184399,91.0,7.0,evidence_free,RDG-T
rdg__all__positive,cancer or benign tumor,100,3.41460396039604,1.8040890711242463,6.462829575862632,101.0,7.0,evidence_free,RDG-T
rdg__all__positive,cardiovascular disease,10,1.1014598540145986,0.4931730097449167,2.4600166392588476,10.0,3.0,evidence_free,RDG-T
rdg__all__positive,cardiovascular disease,20,1.2973684210526315,0.7745330493573628,2.1731349247667806,20.0,7.0,evidence_free,RDG-T
rdg__all__positive,cardiovascular disease,30,1.932,1.3946311788798196,2.6764237430845887,30.0,15.0,evidence_free,RDG-T
rdg__all__positive,cardiovascular disease,40,1.9708333333333334,1.4737764960194515,2.6355312615370363,40.0,20.0,evidence_free,RDG-T
rdg__all__positive,cardiovascular disease,50,2.212566371681416,1.717359851732582,2.850567366039578,50.0,27.0,evidence_free,RDG-T
rdg__all__positive,cardiovascular disease,60,2.516666666666667,2.0034940293921,3.1612827481361934,60.0,35.0,evidence_free,RDG-T
rdg__all__positive,cardiovascular disease,70,2.8054491899852727,2.263612532852264,3.4769842644720415,70.0,43.0,evidence_free,RDG-T
rdg__all__positive,cardiovascular disease,80,3.1015449438202247,2.518385234509212,3.81974167681756,80.0,51.0,evidence_free,RDG-T
rdg__all__positive,cardiovascular disease,90,3.3243902439024393,2.7006123268402096,4.092246185769418,90.0,58.0,evidence_free,RDG-T
rdg__all__positive,cardiovascular disease,100,3.379090909090909,2.7365941716562134,4.172432832812176,100.0,63.0,evidence_free,RDG-T
rdg__all__positive,endocrine system disease,10,4.733333333333333,0.9404481105883862,23.823158547713202,10.0,1.0,evidence_free,RDG-T
rdg__all__positive,endocrine system disease,20,2.3333333333333335,0.44484000392402206,12.239107086633213,20.0,1.0,evidence_free,RDG-T
rdg__all__positive,endocrine system disease,30,1.5333333333333334,0.2883944363543794,8.152414938483986,30.0,1.0,evidence_free,RDG-T
rdg__all__positive,endocrine system disease,40,5.666666666666667,2.2783037749040767,14.094306239940757,40.0,4.0,evidence_free,RDG-T
rdg__all__positive,endocrine system disease,50,8.04,3.560777079649253,18.15379018513773,50.0,6.0,evidence_free,RDG-T
rdg__all__positive,endocrine system disease,60,6.481967213114753,2.8537854942497187,14.722865133541136,61.0,6.0,evidence_free,RDG-T
rdg__all__positive,endocrine system disease,70,5.571428571428571,2.4444987092628025,12.6982338787537,70.0,6.0,evidence_free,RDG-T
rdg__all__positive,endocrine system disease,80,4.8,2.099956706587208,10.971654762085057,80.0,6.0,evidence_free,RDG-T
rdg__all__positive,endocrine system disease,90,5.444444444444445,2.42700100790968,12.21341697512187,90.0,7.0,evidence_free,RDG-T
rdg__all__positive,endocrine system disease,100,4.822222222222223,2.145730393255175,10.837254873020965,100.0,7.0,evidence_free,RDG-T
rdg__all__positive,gastrointestinal disease,10,6.600790513833992,2.1860752181552545,19.93089489587108,11.0,2.0,evidence_free,RDG-T
rdg__all__positive,gastrointestinal disease,20,3.591304347826087,1.1325330935988345,11.388158978851962,20.0,2.0,evidence_free,RDG-T
rdg__all__positive,gastrointestinal disease,30,3.709090909090909,1.4130268883176136,9.736088878167553,30.0,3.0,evidence_free,RDG-T
rdg__all__positive,gastrointestinal disease,40,7.836111111111111,3.9599581541970266,15.506385409804976,40.0,7.0,evidence_free,RDG-T
rdg__all__positive,gastrointestinal disease,50,7.491764705882353,3.8597619037216013,14.541450951725032,50.0,8.0,evidence_free,RDG-T
rdg__all__positive,gastrointestinal disease,60,6.1647058823529415,3.1547495048635805,12.046471061276966,60.0,8.0,evidence_free,RDG-T
rdg__all__positive,gastrointestinal disease,70,5.216806722689076,2.6569965319411653,10.24279559823549,70.0,8.0,evidence_free,RDG-T
rdg__all__positive,gastrointestinal disease,80,5.3859375,2.7905806780810543,10.395084787103828,80.0,9.0,evidence_free,RDG-T
rdg__all__positive,gastrointestinal disease,90,4.7250000000000005,2.4412496114774336,9.145162745766353,90.0,9.0,evidence_free,RDG-T
rdg__all__positive,gastrointestinal disease,100,4.19625,2.163219672416676,8.13995651344478,100.0,9.0,evidence_free,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",10,7.719310344827586,5.360969169627787,11.11510816688755,10.0,7.0,evidence_free,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",20,8.69890510948905,6.7660941454415235,11.183845284635302,20.0,15.0,evidence_free,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",30,10.360892388451443,8.53402899833539,12.578828957109225,30.0,25.0,evidence_free,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",40,10.87752100840336,9.012917623388566,13.127875814732208,40.0,33.0,evidence_free,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",50,11.516936936936936,9.564245177761842,13.868301569452425,50.0,41.0,evidence_free,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",60,11.556031746031746,9.54651941231298,13.988540110550963,60.0,47.0,evidence_free,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",70,13.191428571428572,10.92502547611791,15.927998349797532,70.0,57.0,evidence_free,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",80,12.464673913043478,10.233207670236006,15.18273651480811,80.0,60.0,evidence_free,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",90,12.609833971902937,10.301514128576642,15.435392391286026,90.0,65.0,evidence_free,RDG-T
rdg__all__positive,"genetic, familial or congenital disease",100,11.894470588235295,9.658479948980371,14.648105221705215,100.0,67.0,evidence_free,RDG-T
rdg__all__positive,hematologic disease,10,3.9400000000000004,0.7937766777276131,19.55663404528367,10.0,1.0,evidence_free,RDG-T
rdg__all__positive,hematologic disease,20,4.094736842105264,1.277685918841636,13.122841504972689,20.0,2.0,evidence_free,RDG-T
rdg__all__positive,hematologic disease,30,4.266666666666667,1.602923619483464,11.357025514609832,30.0,3.0,evidence_free,RDG-T
rdg__all__positive,hematologic disease,40,3.1583333333333337,1.1730607178828043,8.50345535604323,40.0,3.0,evidence_free,RDG-T
rdg__all__positive,hematologic disease,50,4.675000000000001,2.08437390153798,10.48546279718508,50.0,5.0,evidence_free,RDG-T
rdg__all__positive,hematologic disease,60,3.84375,1.7043004039730671,8.668902517454004,60.0,5.0,evidence_free,RDG-T
rdg__all__positive,hematologic disease,70,4.16,1.9311190273191314,8.961436221787134,70.0,6.0,evidence_free,RDG-T
rdg__all__positive,hematologic disease,80,3.59,1.661347458591492,7.757618632604806,80.0,6.0,evidence_free,RDG-T
rdg__all__positive,hematologic disease,90,3.146666666666667,1.4526948538489544,6.815960753820247,90.0,6.0,evidence_free,RDG-T
rdg__all__positive,hematologic disease,100,2.7920000000000003,1.2865033343960857,6.059264513029248,100.0,6.0,evidence_free,RDG-T
rdg__all__positive,immune system disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG-T
rdg__all__positive,immune system disease,20,0.0,0.0,,20.0,0.0,evidence_free,RDG-T
rdg__all__positive,immune system disease,30,1.0689655172413794,0.2063413919162064,5.537848060631316,30.0,1.0,evidence_free,RDG-T
rdg__all__positive,immune system disease,40,1.6428571428571428,0.5077356695330584,5.315717909515525,40.0,2.0,evidence_free,RDG-T
rdg__all__positive,immune system disease,50,1.3,0.39947686906957297,4.230532806408046,50.0,2.0,evidence_free,RDG-T
rdg__all__positive,immune system disease,60,1.6666666666666667,0.6275823628265752,4.426156537074933,60.0,3.0,evidence_free,RDG-T
rdg__all__positive,immune system disease,70,1.3500761035007611,0.5063005674054548,3.6000463017141784,73.0,3.0,evidence_free,RDG-T
rdg__all__positive,immune system disease,80,1.6923076923076925,0.7144793380971124,4.0083808904415426,80.0,4.0,evidence_free,RDG-T
rdg__all__positive,immune system disease,90,2.4166666666666665,1.1665447995473428,5.0064753450051755,90.0,6.0,evidence_free,RDG-T
rdg__all__positive,immune system disease,100,2.6173913043478265,1.3148823939196905,5.210152080334298,100.0,7.0,evidence_free,RDG-T
rdg__all__positive,integumentary system disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG-T
rdg__all__positive,integumentary system disease,20,1.4323529411764708,0.2749698908702563,7.461307642097236,20.0,1.0,evidence_free,RDG-T
rdg__all__positive,integumentary system disease,30,1.9874999999999998,0.6021313729896811,6.560289709514428,30.0,2.0,evidence_free,RDG-T
rdg__all__positive,integumentary system disease,40,1.459375,0.4380151990681425,4.862332163714869,40.0,2.0,evidence_free,RDG-T
rdg__all__positive,integumentary system disease,50,1.828,0.6651053602730682,5.024142338332782,50.0,3.0,evidence_free,RDG-T
rdg__all__positive,integumentary system disease,60,1.4622950819672131,0.5295289767045385,4.038130113394363,61.0,3.0,evidence_free,RDG-T
rdg__all__positive,integumentary system disease,70,1.7545271629778671,0.7073173191517985,4.352170493037949,71.0,4.0,evidence_free,RDG-T
rdg__all__positive,integumentary system disease,80,1.525,0.61338318447614,3.7914717241330957,80.0,4.0,evidence_free,RDG-T
rdg__all__positive,integumentary system disease,90,1.782051282051282,0.7661040336388047,4.145268308765841,90.0,5.0,evidence_free,RDG-T
rdg__all__positive,integumentary system disease,100,1.5653846153846154,0.6718264486982204,3.6474137016054797,100.0,5.0,evidence_free,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,10,0.0,0.0,,10.0,0.0,evidence_free,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,20,0.0,0.0,,20.0,0.0,evidence_free,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,30,0.5157894736842105,0.10028647655989689,2.6527881952711847,30.0,1.0,evidence_free,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,40,0.3802631578947369,0.0734313301169358,1.9691876617488624,40.0,1.0,evidence_free,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,50,0.2989473684210527,0.057493495644779444,1.5544285154974324,50.0,1.0,evidence_free,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,60,0.775,0.29590044998823933,2.0298211781153834,60.0,3.0,evidence_free,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,70,1.1512605042016806,0.5385845662412118,2.4608962670146597,70.0,5.0,evidence_free,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,80,0.9889705882352942,0.46122375350942624,2.120582075299543,80.0,5.0,evidence_free,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,90,1.0666666666666667,0.5267878917564012,2.159840413158001,90.0,6.0,evidence_free,RDG-T
rdg__all__positive,musculoskeletal or connective tissue disease,100,0.9418181818181818,0.46417377919045305,1.9109685367198563,100.0,6.0,evidence_free,RDG-T
rdg__all__positive,nervous system disease,10,2.1390625,0.4435535173328062,10.315752665924874,10.0,1.0,evidence_free,RDG-T
rdg__all__positive,nervous system disease,20,2.157142857142857,0.7025621068411486,6.623279651452317,20.0,2.0,evidence_free,RDG-T
rdg__all__positive,nervous system disease,30,2.175806451612903,0.8638635639348043,5.480186817136805,30.0,3.0,evidence_free,RDG-T
rdg__all__positive,nervous system disease,40,1.6197580645161291,0.6353500270661389,4.129402810731167,40.0,3.0,evidence_free,RDG-T
rdg__all__positive,nervous system disease,50,1.2861290322580645,0.5008689707792727,3.302516195090913,50.0,3.0,evidence_free,RDG-T
