models,therapeutic_area_name,roc_auc,average_precision,n_samples,n_positives,stratum
rdg__no_time__positive,respiratory or thoracic disease,0.5,0.8166666666666667,6,4,pioneer__direct_evidence
rdg__no_time__positive,urinary system disease,0.33333333333333337,0.3333333333333333,4,1,pioneer__direct_evidence
ots__all,all,0.5027341719260912,0.07941398571248903,13530,1056,known__evidence_free
ots__all,biological process,0.4965277777777778,0.006896551724137931,145,1,known__evidence_free
ots__all,cancer or benign tumor,0.498344979771975,0.021590500179920834,2779,60,known__evidence_free
ots__all,cardiovascular disease,0.5018146718146718,0.2848739495798319,510,140,known__evidence_free
ots__all,disorder of visual system,0.5,0.038922155688622756,334,13,known__evidence_free
ots__all,endocrine system disease,0.5,0.022598870056497175,708,16,known__evidence_free
ots__all,gastrointestinal disease,0.4969097651421508,0.02997601918465228,834,25,known__evidence_free
ots__all,"genetic, familial or congenital disease",0.49860529986053,0.09297912713472485,1581,147,known__evidence_free
ots__all,hematologic disease,0.4973821989528796,0.025510204081632654,784,20,known__evidence_free
ots__all,immune system disease,0.49726177437020813,0.03078556263269639,942,29,known__evidence_free
ots__all,infectious disease,0.5197032232704403,0.09300595238095238,448,24,known__evidence_free
ots__all,infectious disease or post-infectious disorder,0.5197032232704403,0.09300595238095238,448,24,known__evidence_free
ots__all,integumentary system disease,0.49793388429752067,0.03006012024048096,499,15,known__evidence_free
ots__all,musculoskeletal or connective tissue disease,0.49476439790575916,0.059113300492610835,609,36,known__evidence_free
ots__all,nervous system disease,0.49920571882446385,0.04837490551776266,1323,64,known__evidence_free
ots__all,nutritional or metabolic disease,0.5,0.03319502074688797,241,8,known__evidence_free
ots__all,pancreas disease,0.5,0.017543859649122806,114,2,known__evidence_free
ots__all,phenotype,0.49595959595959593,0.05534351145038168,524,29,known__evidence_free
ots__all,pregnancy or perinatal disease,0.5,0.047619047619047616,21,1,known__evidence_free
ots__all,psychiatric disorder,0.497787610619469,0.19572953736654805,281,55,known__evidence_free
ots__all,reproductive system or breast disease,0.4992947813822285,0.09335038363171355,782,73,known__evidence_free
ots__all,respiratory or thoracic disease,0.4952038369304556,0.07538802660753881,451,34,known__evidence_free
ots__all,urinary system disease,0.5071288149180233,0.231330369663156,554,121,known__evidence_free
p3_lambdarank,all,0.6258168505643253,0.11344103755144086,13530,1056,known__evidence_free
p3_lambdarank,biological process,0.0,0.006896551724137931,145,1,known__evidence_free
p3_lambdarank,cancer or benign tumor,0.4865085202893221,0.02247769783786077,2779,60,known__evidence_free
p3_lambdarank,cardiovascular disease,0.6184169884169883,0.517492695941313,510,140,known__evidence_free
p3_lambdarank,disorder of visual system,0.472561706206566,0.126490596119278,334,13,known__evidence_free
p3_lambdarank,endocrine system disease,0.6505599710982659,0.10219892538315345,708,16,known__evidence_free
p3_lambdarank,gastrointestinal disease,0.5518417799752782,0.07873082247409047,834,25,known__evidence_free
p3_lambdarank,"genetic, familial or congenital disease",0.6015759162800406,0.11359925619447883,1581,147,known__evidence_free
p3_lambdarank,hematologic disease,0.5822643979057591,0.04649529420636077,784,20,known__evidence_free
p3_lambdarank,immune system disease,0.5321977565434151,0.05139055190940128,942,29,known__evidence_free
p3_lambdarank,infectious disease,0.44693396226415094,0.04645680260771609,448,24,known__evidence_free
p3_lambdarank,infectious disease or post-infectious disorder,0.44693396226415094,0.04645680260771609,448,24,known__evidence_free
p3_lambdarank,integumentary system disease,0.5756198347107438,0.10669404287281248,499,15,known__evidence_free
p3_lambdarank,musculoskeletal or connective tissue disease,0.5780007756447546,0.09824799864263103,609,36,known__evidence_free
p3_lambdarank,nervous system disease,0.41339853057982523,0.04390074677939537,1323,64,known__evidence_free
p3_lambdarank,nutritional or metabolic disease,0.5600858369098712,0.20437408891417297,241,8,known__evidence_free
p3_lambdarank,pancreas disease,0.9508928571428571,0.2111111111111111,114,2,known__evidence_free
p3_lambdarank,phenotype,0.6357366771159875,0.09333212669961044,524,29,known__evidence_free
p3_lambdarank,pregnancy or perinatal disease,0.19999999999999996,0.058823529411764705,21,1,known__evidence_free
p3_lambdarank,psychiatric disorder,0.1580048270313757,0.12047345245551389,281,55,known__evidence_free
p3_lambdarank,reproductive system or breast disease,0.7938636319724868,0.24585131583218037,782,73,known__evidence_free
p3_lambdarank,respiratory or thoracic disease,0.5671462829736211,0.08158075496222102,451,34,known__evidence_free
p3_lambdarank,urinary system disease,0.4231481304754452,0.17929984855082162,554,121,known__evidence_free
rdg__all__positive,all,0.7616729160289766,0.22277129845574692,13530,1056,known__evidence_free
rdg__all__positive,biological process,0.8402777777777778,0.041666666666666664,145,1,known__evidence_free
rdg__all__positive,cancer or benign tumor,0.752874831433125,0.056291807186495346,2779,60,known__evidence_free
rdg__all__positive,cardiovascular disease,0.8541023166023166,0.5672567472377277,510,140,known__evidence_free
rdg__all__positive,disorder of visual system,0.5080277977474239,0.03920694871448333,334,13,known__evidence_free
rdg__all__positive,endocrine system disease,0.7515354046242774,0.07677878779009352,708,16,known__evidence_free
rdg__all__positive,gastrointestinal disease,0.7375278121137205,0.10521059635529184,834,25,known__evidence_free
rdg__all__positive,"genetic, familial or congenital disease",0.8974065218835093,0.5402554461511752,1581,147,known__evidence_free
rdg__all__positive,hematologic disease,0.800425392670157,0.08124817809028863,784,20,known__evidence_free
rdg__all__positive,immune system disease,0.7531253540809004,0.06969581530286387,942,29,known__evidence_free
rdg__all__positive,infectious disease,0.67875393081761,0.10129703626128202,448,24,known__evidence_free
rdg__all__positive,infectious disease or post-infectious disorder,0.67875393081761,0.10129703626128202,448,24,known__evidence_free
rdg__all__positive,integumentary system disease,0.7104683195592286,0.058807717934307654,499,15,known__evidence_free
rdg__all__positive,musculoskeletal or connective tissue disease,0.3367994958309094,0.04710406634627076,609,36,known__evidence_free
rdg__all__positive,nervous system disease,0.7358332505957109,0.0864844939747051,1323,64,known__evidence_free
rdg__all__positive,nutritional or metabolic disease,0.7867489270386266,0.2867117315061094,241,8,known__evidence_free
rdg__all__positive,pancreas disease,0.9598214285714285,0.5909090909090909,114,2,known__evidence_free
rdg__all__positive,phenotype,0.776105886450714,0.15596468985313677,524,29,known__evidence_free
rdg__all__positive,pregnancy or perinatal disease,0.09999999999999998,0.05263157894736842,21,1,known__evidence_free
rdg__all__positive,psychiatric disorder,0.6438857602574417,0.23825336579783712,281,55,known__evidence_free
rdg__all__positive,reproductive system or breast disease,0.9246092316015224,0.544073438120555,782,73,known__evidence_free
rdg__all__positive,respiratory or thoracic disease,0.4324305261673015,0.06303700257960784,451,34,known__evidence_free
rdg__all__positive,urinary system disease,0.9553184585727101,0.8253850645364624,554,121,known__evidence_free
rdg__no_time__positive,all,0.6735872736504049,0.12789183542116375,13530,1056,known__evidence_free
rdg__no_time__positive,biological process,0.38888888888888884,0.011235955056179775,145,1,known__evidence_free
rdg__no_time__positive,cancer or benign tumor,0.539916636018144,0.024411852401428714,2779,60,known__evidence_free
rdg__no_time__positive,cardiovascular disease,0.6509749034749034,0.36208863677550296,510,140,known__evidence_free
rdg__no_time__positive,disorder of visual system,0.5972921159837048,0.057534195577212,334,13,known__evidence_free
rdg__no_time__positive,endocrine system disease,0.6129425578034682,0.03893936722059415,708,16,known__evidence_free
rdg__no_time__positive,gastrointestinal disease,0.5099876390605685,0.0349033115037927,834,25,known__evidence_free
rdg__no_time__positive,"genetic, familial or congenital disease",0.7536788774087041,0.18513633633169507,1581,147,known__evidence_free
rdg__no_time__positive,hematologic disease,0.5762761780104712,0.03293314149240403,784,20,known__evidence_free
rdg__no_time__positive,immune system disease,0.41258450730822976,0.025858721722464777,942,29,known__evidence_free
rdg__no_time__positive,infectious disease,0.6543337264150944,0.09583894269260981,448,24,known__evidence_free
rdg__no_time__positive,infectious disease or post-infectious disorder,0.6543337264150944,0.09583894269260981,448,24,known__evidence_free
rdg__no_time__positive,integumentary system disease,0.4962809917355372,0.032301815515526876,499,15,known__evidence_free
rdg__no_time__positive,musculoskeletal or connective tissue disease,0.30441632732208646,0.051987047125287025,609,36,known__evidence_free
rdg__no_time__positive,nervous system disease,0.764774870929309,0.10872114314386247,1323,64,known__evidence_free
rdg__no_time__positive,nutritional or metabolic disease,0.7258583690987124,0.10559808267109834,241,8,known__evidence_free
rdg__no_time__positive,pancreas disease,0.9017857142857143,0.11688311688311688,114,2,known__evidence_free
rdg__no_time__positive,phenotype,0.4436433298502264,0.05321960949250305,524,29,known__evidence_free
rdg__no_time__positive,pregnancy or perinatal disease,0.09999999999999998,0.05263157894736842,21,1,known__evidence_free
rdg__no_time__positive,psychiatric disorder,0.6401448109412711,0.26318846757428405,281,55,known__evidence_free
rdg__no_time__positive,reproductive system or breast disease,0.7433294047182024,0.1876030643683308,782,73,known__evidence_free
rdg__no_time__positive,respiratory or thoracic disease,0.6889547185780787,0.12374340984813492,451,34,known__evidence_free
rdg__no_time__positive,urinary system disease,0.8729887580401963,0.5524910070852516,554,121,known__evidence_free
ots__all,all,0.4970324083406123,0.09121731047740061,2904,198,known__literature_only
ots__all,biological process,0.5625,0.6788059163059164,12,8,known__literature_only
ots__all,cancer or benign tumor,0.48557077625570777,0.045197384566754935,760,30,known__literature_only
ots__all,cardiovascular disease,0.6224489795918368,0.3471379066709145,84,14,known__literature_only
ots__all,disorder of visual system,0.5161290322580645,0.15654761904761905,35,4,known__literature_only
ots__all,endocrine system disease,0.5563423645320197,0.05734911844783591,239,7,known__literature_only
ots__all,gastrointestinal disease,0.5321637426900584,0.05588430361544468,256,9,known__literature_only
ots__all,"genetic, familial or congenital disease",0.4119106699751861,0.04869680459911566,230,13,known__literature_only
ots__all,hematologic disease,0.5911949685534591,0.2563665594429152,170,11,known__literature_only
ots__all,immune system disease,0.49045521292217326,0.13988974530767062,242,15,known__literature_only
ots__all,infectious disease,0.35443037974683544,0.02654569892473118,81,2,known__literature_only
ots__all,infectious disease or post-infectious disorder,0.35443037974683544,0.02654569892473118,81,2,known__literature_only
ots__all,integumentary system disease,0.2873873873873874,0.06244166822476929,121,10,known__literature_only
ots__all,musculoskeletal or connective tissue disease,0.6766917293233083,0.3246380331071599,147,14,known__literature_only
ots__all,nervous system disease,0.5303077889447236,0.08820787297760145,215,16,known__literature_only
ots__all,nutritional or metabolic disease,0.6632653061224489,0.0804093567251462,51,2,known__literature_only
ots__all,phenotype,0.2681818181818182,0.0641025641025641,59,4,known__literature_only
ots__all,psychiatric disorder,0.35024154589371975,0.0499465811965812,72,3,known__literature_only
ots__all,reproductive system or breast disease,0.35,0.030293383520869206,124,4,known__literature_only
ots__all,respiratory or thoracic disease,0.5807127882599581,0.121445634652696,115,9,known__literature_only
ots__all,urinary system disease,0.6451754385964912,0.26168961691178444,107,12,known__literature_only
p3_lambdarank,all,0.6053663015969002,0.11459969675202908,2904,198,known__literature_only
p3_lambdarank,biological process,0.125,0.5358946608946609,12,8,known__literature_only
p3_lambdarank,cancer or benign tumor,0.41652968036529675,0.03601106681057964,760,30,known__literature_only
p3_lambdarank,cardiovascular disease,0.5316326530612245,0.2901224844192477,84,14,known__literature_only
p3_lambdarank,disorder of visual system,0.2661290322580645,0.09569964349376114,35,4,known__literature_only
p3_lambdarank,endocrine system disease,0.5683497536945813,0.0448637216076858,239,7,known__literature_only
p3_lambdarank,gastrointestinal disease,0.5101214574898785,0.043469476119557426,256,9,known__literature_only
p3_lambdarank,"genetic, familial or congenital disease",0.8628146047500886,0.25723061695616073,230,13,known__literature_only
p3_lambdarank,hematologic disease,0.9536878216123499,0.651096464454588,170,11,known__literature_only
p3_lambdarank,immune system disease,0.8616740088105728,0.2730185984814233,242,15,known__literature_only
p3_lambdarank,infectious disease,0.8987341772151899,0.16025641025641024,81,2,known__literature_only
p3_lambdarank,infectious disease or post-infectious disorder,0.8987341772151899,0.16025641025641024,81,2,known__literature_only
p3_lambdarank,integumentary system disease,0.6018018018018018,0.15467924841428693,121,10,known__literature_only
p3_lambdarank,musculoskeletal or connective tissue disease,0.7357679914070892,0.41404345491051225,147,14,known__literature_only
p3_lambdarank,nervous system disease,0.6388190954773869,0.17008709172484396,215,16,known__literature_only
p3_lambdarank,nutritional or metabolic disease,0.08163265306122452,0.03162790697674418,51,2,known__literature_only
p3_lambdarank,phenotype,0.5818181818181818,0.09312397372742201,59,4,known__literature_only
p3_lambdarank,psychiatric disorder,0.30917874396135264,0.03859180035650624,72,3,known__literature_only
p3_lambdarank,reproductive system or breast disease,0.5333333333333333,0.07909309791332263,124,4,known__literature_only
p3_lambdarank,respiratory or thoracic disease,0.559748427672956,0.10090388003819645,115,9,known__literature_only
p3_lambdarank,urinary system disease,0.5894736842105264,0.22288808772216062,107,12,known__literature_only
rdg__all__positive,all,0.7142302552502109,0.1357461938190868,2904,198,known__literature_only
rdg__all__positive,biological process,0.40625,0.6737959956709956,12,8,known__literature_only
rdg__all__positive,cancer or benign tumor,0.711392694063927,0.08914398528654022,760,30,known__literature_only
rdg__all__positive,cardiovascular disease,0.7744897959183674,0.42364895258802815,84,14,known__literature_only
rdg__all__positive,disorder of visual system,0.8387096774193549,0.40595238095238095,35,4,known__literature_only
rdg__all__positive,endocrine system disease,0.6813423645320197,0.08690569512210113,239,7,known__literature_only
rdg__all__positive,gastrointestinal disease,0.7296446243814665,0.11565954017896632,256,9,known__literature_only
rdg__all__positive,"genetic, familial or congenital disease",0.71712158808933,0.11022929096451511,230,13,known__literature_only
rdg__all__positive,hematologic disease,0.73642081189251,0.2424507198296621,170,11,known__literature_only
rdg__all__positive,immune system disease,0.7618208516886931,0.2176004780298306,242,15,known__literature_only
rdg__all__positive,infectious disease,0.6582278481012658,0.051250000000000004,81,2,known__literature_only
rdg__all__positive,infectious disease or post-infectious disorder,0.6582278481012658,0.051250000000000004,81,2,known__literature_only
rdg__all__positive,integumentary system disease,0.6765765765765765,0.12729040007357506,121,10,known__literature_only
rdg__all__positive,musculoskeletal or connective tissue disease,0.7588614393125671,0.3745281213763006,147,14,known__literature_only
rdg__all__positive,nervous system disease,0.7777952261306532,0.17073106995793655,215,16,known__literature_only
rdg__all__positive,nutritional or metabolic disease,0.8877551020408163,0.3333333333333333,51,2,known__literature_only
rdg__all__positive,phenotype,0.5454545454545454,0.08592645776706498,59,4,known__literature_only
rdg__all__positive,psychiatric disorder,0.4444444444444444,0.04798212540148024,72,3,known__literature_only
rdg__all__positive,reproductive system or breast disease,0.7416666666666667,0.07261834026539908,124,4,known__literature_only
rdg__all__positive,respiratory or thoracic disease,0.7232704402515724,0.19742681009922391,115,9,known__literature_only
rdg__all__positive,urinary system disease,0.7385964912280703,0.3118002592155405,107,12,known__literature_only
rdg__no_time__positive,all,0.5197951428550098,0.08433498624509547,2904,198,known__literature_only
rdg__no_time__positive,biological process,0.34375,0.603720238095238,12,8,known__literature_only
rdg__no_time__positive,cancer or benign tumor,0.5336986301369862,0.05596771880842054,760,30,known__literature_only
rdg__no_time__positive,cardiovascular disease,0.6234693877551021,0.3453541216796959,84,14,known__literature_only
rdg__no_time__positive,disorder of visual system,0.41129032258064513,0.12980072463768116,35,4,known__literature_only
rdg__no_time__positive,endocrine system disease,0.5200123152709359,0.06236715296283232,239,7,known__literature_only
rdg__no_time__positive,gastrointestinal disease,0.6063877642825011,0.06928138696691631,256,9,known__literature_only
rdg__no_time__positive,"genetic, familial or congenital disease",0.5081531371853952,0.05640822050085138,230,13,known__literature_only
rdg__no_time__positive,hematologic disease,0.5437392795883362,0.22042095621936073,170,11,known__literature_only
rdg__no_time__positive,immune system disease,0.44317180616740093,0.15312524181810552,242,15,known__literature_only
rdg__no_time__positive,infectious disease,0.6835443037974683,0.055714285714285716,81,2,known__literature_only
rdg__no_time__positive,infectious disease or post-infectious disorder,0.6835443037974683,0.055714285714285716,81,2,known__literature_only
rdg__no_time__positive,integumentary system disease,0.31846846846846844,0.0625413449974854,121,10,known__literature_only
rdg__no_time__positive,musculoskeletal or connective tissue disease,0.6621911922663802,0.31459668482794456,147,14,known__literature_only
rdg__no_time__positive,nervous system disease,0.6069409547738693,0.10186865824076827,215,16,known__literature_only
rdg__no_time__positive,nutritional or metabolic disease,0.5918367346938775,0.09107142857142857,51,2,known__literature_only
rdg__no_time__positive,phenotype,0.09090909090909091,0.04636225136635309,59,4,known__literature_only
rdg__no_time__positive,psychiatric disorder,0.427536231884058,0.046504258268964156,72,3,known__literature_only
rdg__no_time__positive,reproductive system or breast disease,0.47708333333333336,0.03839509114738472,124,4,known__literature_only
rdg__no_time__positive,respiratory or thoracic disease,0.6477987421383649,0.17399217040183373,115,9,known__literature_only
rdg__no_time__positive,urinary system disease,0.6078947368421053,0.26284720678825874,107,12,known__literature_only
ots__all,all,0.6074292452830189,0.2026453166757294,908,60,known__direct_evidence
ots__all,cancer or benign tumor,0.5635291499777482,0.06284758794773143,335,14,known__direct_evidence
ots__all,cardiovascular disease,0.5925925925925926,0.640079365079365,15,6,known__direct_evidence
ots__all,disorder of visual system,0.6666666666666666,0.4444444444444445,10,3,known__direct_evidence
ots__all,endocrine system disease,0.6216216216216216,0.03333333333333333,75,1,known__direct_evidence
ots__all,gastrointestinal disease,0.8413978494623656,0.20566770186335404,97,4,known__direct_evidence
ots__all,"genetic, familial or congenital disease",0.6963824289405685,0.19850352165623103,135,6,known__direct_evidence
ots__all,hematologic disease,0.5677710843373494,0.29947502210433247,87,4,known__direct_evidence
ots__all,immune system disease,0.7030141843971631,0.4117857142857143,100,6,known__direct_evidence
ots__all,infectious disease,0.6,0.1111111111111111,21,1,known__direct_evidence
ots__all,infectious disease or post-infectious disorder,0.6,0.1111111111111111,21,1,known__direct_evidence
ots__all,integumentary system disease,0.25,0.04,33,1,known__direct_evidence
ots__all,musculoskeletal or connective tissue disease,0.5453125,0.351873652505604,48,8,known__direct_evidence
ots__all,nervous system disease,0.33125,0.08244843391902215,44,4,known__direct_evidence
ots__all,nutritional or metabolic disease,1.0,1.0,8,1,known__direct_evidence
ots__all,psychiatric disorder,0.0,0.14285714285714285,7,1,known__direct_evidence
ots__all,respiratory or thoracic disease,0.5892857142857142,0.22719109195402298,32,4,known__direct_evidence
ots__all,urinary system disease,0.146551724137931,0.09393939393939393,33,4,known__direct_evidence
p3_lambdarank,all,0.6519654088050315,0.15106663588452868,908,60,known__direct_evidence
p3_lambdarank,cancer or benign tumor,0.4808633733867379,0.04519668537277305,335,14,known__direct_evidence
p3_lambdarank,cardiovascular disease,0.5370370370370371,0.5254629629629629,15,6,known__direct_evidence
p3_lambdarank,disorder of visual system,0.9523809523809524,0.9166666666666665,10,3,known__direct_evidence
p3_lambdarank,endocrine system disease,0.08108108108108103,0.014492753623188406,75,1,known__direct_evidence
p3_lambdarank,gastrointestinal disease,0.521505376344086,0.0866146848602989,97,4,known__direct_evidence
p3_lambdarank,"genetic, familial or congenital disease",0.8940568475452196,0.36200466200466197,135,6,known__direct_evidence
p3_lambdarank,hematologic disease,0.9186746987951807,0.2708333333333333,87,4,known__direct_evidence
p3_lambdarank,immune system disease,0.9202127659574468,0.3524725274725275,100,6,known__direct_evidence
p3_lambdarank,infectious disease,0.6,0.1111111111111111,21,1,known__direct_evidence
p3_lambdarank,infectious disease or post-infectious disorder,0.6,0.1111111111111111,21,1,known__direct_evidence
p3_lambdarank,integumentary system disease,1.0,1.0,33,1,known__direct_evidence
p3_lambdarank,musculoskeletal or connective tissue disease,0.7906250000000001,0.41338887827858417,48,8,known__direct_evidence
p3_lambdarank,nervous system disease,0.65625,0.5561974789915967,44,4,known__direct_evidence
p3_lambdarank,nutritional or metabolic disease,0.5714285714285714,0.25,8,1,known__direct_evidence
p3_lambdarank,psychiatric disorder,0.0,0.14285714285714285,7,1,known__direct_evidence
p3_lambdarank,respiratory or thoracic disease,0.41964285714285715,0.1269642122583299,32,4,known__direct_evidence
p3_lambdarank,urinary system disease,0.7413793103448276,0.23988095238095236,33,4,known__direct_evidence
rdg__all__positive,all,0.790566037735849,0.3295945532906983,908,60,known__direct_evidence
rdg__all__positive,cancer or benign tumor,0.7389853137516689,0.12348396474624466,335,14,known__direct_evidence
rdg__all__positive,cardiovascular disease,0.8518518518518519,0.8592592592592592,15,6,known__direct_evidence
rdg__all__positive,disorder of visual system,0.5238095238095238,0.3650793650793651,10,3,known__direct_evidence
rdg__all__positive,endocrine system disease,0.5405405405405406,0.02857142857142857,75,1,known__direct_evidence
rdg__all__positive,gastrointestinal disease,0.7956989247311828,0.2710813492063492,97,4,known__direct_evidence
rdg__all__positive,"genetic, familial or congenital disease",0.8204134366925064,0.3286635188533923,135,6,known__direct_evidence
rdg__all__positive,hematologic disease,0.8554216867469879,0.575,87,4,known__direct_evidence
rdg__all__positive,immune system disease,0.8014184397163121,0.543829476756306,100,6,known__direct_evidence
rdg__all__positive,infectious disease,0.95,0.5,21,1,known__direct_evidence
rdg__all__positive,infectious disease or post-infectious disorder,0.95,0.5,21,1,known__direct_evidence
rdg__all__positive,integumentary system disease,0.9375,0.3333333333333333,33,1,known__direct_evidence
rdg__all__positive,musculoskeletal or connective tissue disease,0.8531249999999999,0.6857251082251082,48,8,known__direct_evidence
rdg__all__positive,nervous system disease,0.54375,0.12203618453618453,44,4,known__direct_evidence
rdg__all__positive,nutritional or metabolic disease,1.0,1.0,8,1,known__direct_evidence
rdg__all__positive,psychiatric disorder,0.5,0.25,7,1,known__direct_evidence
rdg__all__positive,respiratory or thoracic disease,0.9017857142857143,0.6810897435897436,32,4,known__direct_evidence
rdg__all__positive,urinary system disease,0.8448275862068966,0.5446428571428572,33,4,known__direct_evidence
rdg__no_time__positive,all,0.656053459119497,0.17948049299548918,908,60,known__direct_evidence
rdg__no_time__positive,cancer or benign tumor,0.6023587004895417,0.06659234695799714,335,14,known__direct_evidence
rdg__no_time__positive,cardiovascular disease,0.6851851851851852,0.6824786324786324,15,6,known__direct_evidence
rdg__no_time__positive,disorder of visual system,0.4761904761904762,0.35555555555555557,10,3,known__direct_evidence
rdg__no_time__positive,endocrine system disease,0.21621621621621623,0.01694915254237288,75,1,known__direct_evidence
rdg__no_time__positive,gastrointestinal disease,0.825268817204301,0.15584101888449714,97,4,known__direct_evidence
rdg__no_time__positive,"genetic, familial or congenital disease",0.5697674418604651,0.13536689005439004,135,6,known__direct_evidence
rdg__no_time__positive,hematologic disease,0.6867469879518073,0.2,87,4,known__direct_evidence
rdg__no_time__positive,immune system disease,0.7890070921985816,0.37856583207798733,100,6,known__direct_evidence
rdg__no_time__positive,infectious disease,0.7,0.14285714285714285,21,1,known__direct_evidence
rdg__no_time__positive,infectious disease or post-infectious disorder,0.7,0.14285714285714285,21,1,known__direct_evidence
rdg__no_time__positive,integumentary system disease,0.84375,0.16666666666666666,33,1,known__direct_evidence
rdg__no_time__positive,musculoskeletal or connective tissue disease,0.7,0.37115800865800863,48,8,known__direct_evidence
rdg__no_time__positive,nervous system disease,0.23750000000000002,0.07174384750604262,44,4,known__direct_evidence
rdg__no_time__positive,nutritional or metabolic disease,1.0,1.0,8,1,known__direct_evidence
rdg__no_time__positive,psychiatric disorder,0.16666666666666663,0.16666666666666666,7,1,known__direct_evidence
rdg__no_time__positive,respiratory or thoracic disease,0.7142857142857142,0.3214285714285714,32,4,known__direct_evidence
rdg__no_time__positive,urinary system disease,0.75,0.4245754245754246,33,4,known__direct_evidence
